rutaImagen,etiqueta,estado,tamanoVector,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\1.jpg,jeans,exito,57,294.0,0.03666428476572037,0.018636783584952354,0.10942557454109192,0.01333804614841938,3.375176429748535,2.4189324378967285,20.471818923950195,1.8053276538848877,24.99973487854004,37.722679138183594,0.0,237.0,7.0,22.3199405670166,34.24546432495117,0.0,221.0,22.57419204711914,36.9304313659668,0.0,237.0,27.649660110473633,38.23124694824219,0.0,219.0,28.32844352722168,41.39577865600586,0.0,237.0,27.431547164916992,37.6956787109375,0.0,197.0,28.056547164916992,41.29237365722656,0.0,237.0,21.294429779052734,33.42076873779297,0.0,197.0,22.34311294555664,36.90493392944336,0.0,237.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\10.jpg,jeans,exito,57,93.0,0.04244030639529228,0.019832050427794456,0.10754097253084183,0.013501955196261406,5.691365718841553,5.836381435394287,41.53062057495117,1.8402817249298096,19.680442810058594,40.75287628173828,0.0,207.0,1.0,18.643144607543945,39.84200668334961,0.0,207.0,17.213037490844727,37.93312072753906,0.0,181.0,22.421371459960938,43.43074035644531,0.0,207.0,20.685483932495117,41.456016540527344,0.0,181.0,23.324596405029297,44.290252685546875,0.0,207.0,20.273521423339844,40.87618637084961,0.0,181.0,18.266801834106445,39.44038009643555,0.0,207.0,16.615591049194336,37.76896286010742,0.0,181.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\100.jpg,jeans,exito,57,78.0,0.03906554728746414,0.018874790519475937,0.09177059680223465,0.013378031551837921,3.9225263595581055,3.222107172012329,17.251079559326172,1.9069852828979492,20.23777961730957,40.47933578491211,0.0,208.0,1.0,17.701923370361328,37.782135009765625,0.0,208.0,17.96875,38.934932708740234,0.0,195.0,21.394229888916016,41.55329513549805,0.0,208.0,21.548877716064453,41.603641510009766,0.0,195.0,22.310897827148438,42.20849609375,0.0,208.0,22.0568904876709,42.29521560668945,0.0,195.0,19.793270111083984,39.5947265625,0.0,208.0,19.127403259277344,39.31660461425781,0.0,195.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\101.jpg,jeans,exito,57,61.0,0.04323045536875725,0.02144988626241684,0.10489747673273087,0.014677083119750023,5.078344821929932,4.3219404220581055,18.53907012939453,1.8715699911117554,19.397157669067383,40.89093780517578,0.0,213.0,1.0,18.680328369140625,40.877620697021484,0.0,213.0,15.646516799926758,36.92592239379883,0.0,194.0,22.268442153930664,43.95062255859375,0.0,213.0,19.07172203063965,40.06916427612305,0.0,194.0,22.807376861572266,43.56206512451172,0.0,213.0,19.521516799926758,40.650794982910156,0.0,194.0,20.598360061645508,42.198238372802734,0.0,213.0,16.582992553710938,37.81641387939453,0.0,194.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\102.jpg,jeans,exito,57,500.0,0.034422483295202255,0.01307751890271902,0.11254667490720749,0.02095596119761467,2.8623275756835938,1.5721741914749146,15.5781831741333,1.8092014789581299,28.264469146728516,35.3411750793457,0.0,203.0,14.0,25.89637565612793,34.101932525634766,0.0,203.0,24.330249786376953,31.807132720947266,0.0,189.0,32.1297492980957,38.295318603515625,0.0,203.0,31.30987548828125,36.57200622558594,0.0,189.0,31.872499465942383,38.25183868408203,0.0,203.0,31.384124755859375,36.44755554199219,0.0,189.0,25.059999465942383,33.770729064941406,0.0,203.0,24.132875442504883,31.397937774658203,0.0,189.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\103.jpg,jeans,exito,57,62.0,0.039438728243112564,0.02921270951628685,0.12454933673143387,0.013524029403924942,4.019913196563721,3.434791326522827,20.7643985748291,1.8422037363052368,21.188255310058594,39.98681640625,0.0,221.0,3.0,17.363910675048828,33.64933776855469,0.0,192.0,18.911291122436523,40.06222915649414,0.0,221.0,23.627016067504883,39.856422424316406,0.0,192.0,23.825605392456055,43.67665100097656,0.0,221.0,23.88911247253418,40.17504119873047,0.0,192.0,24.38911247253418,44.31703567504883,0.0,221.0,18.001008987426758,35.9121208190918,0.0,192.0,19.498991012573242,40.33783721923828,0.0,221.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\104.jpg,jeans,exito,57,62.0,0.039438728243112564,0.02921270951628685,0.12454933673143387,0.013524029403924942,4.019913196563721,3.434791326522827,20.7643985748291,1.8422037363052368,21.188255310058594,39.98681640625,0.0,221.0,3.0,17.363910675048828,33.64933776855469,0.0,192.0,18.911291122436523,40.06222915649414,0.0,221.0,23.627016067504883,39.856422424316406,0.0,192.0,23.825605392456055,43.67665100097656,0.0,221.0,23.88911247253418,40.17504119873047,0.0,192.0,24.38911247253418,44.31703567504883,0.0,221.0,18.001008987426758,35.9121208190918,0.0,192.0,19.498991012573242,40.33783721923828,0.0,221.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\105.jpg,jeans,exito,57,104.0,0.04021555185317993,0.02143816091120243,0.10674963146448135,0.013672396540641785,4.766882419586182,4.670876979827881,34.842159271240234,1.8212254047393799,22.147010803222656,39.47907638549805,0.0,208.0,3.0,21.288461685180664,39.33437728881836,0.0,208.0,18.76262092590332,36.34051513671875,0.0,195.0,27.157451629638672,43.739234924316406,0.0,208.0,22.730770111083984,39.53969955444336,0.0,195.0,26.89543342590332,43.4793701171875,0.0,208.0,22.285457611083984,38.26662826538086,0.0,195.0,20.823917388916016,38.38852310180664,0.0,208.0,17.231971740722656,34.78310775756836,0.0,195.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\106.jpg,jeans,exito,57,53.0,0.042043205350637436,0.02220061607658863,0.09491850435733795,0.014411639422178268,7.354252338409424,9.028709411621094,52.3446159362793,1.8680973052978516,19.863649368286133,40.664119720458984,0.0,198.0,1.0,19.9375,40.26688003540039,0.0,198.0,16.804244995117188,38.048152923583984,0.0,188.0,22.943395614624023,43.15591812133789,0.0,198.0,19.81014060974121,40.569129943847656,0.0,188.0,23.058961868286133,43.29594802856445,0.0,198.0,20.232311248779297,41.01094436645508,0.0,188.0,18.830188751220703,39.427947998046875,0.0,198.0,17.29245376586914,38.772613525390625,0.0,188.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\107.jpg,jeans,exito,57,71.0,0.03885451331734657,0.016300776973366737,0.10633975267410278,0.015452387742698193,4.697094917297363,3.7244250774383545,20.24061393737793,1.8834847211837769,18.93111801147461,41.105281829833984,0.0,215.0,1.0,18.323944091796875,41.02494812011719,0.0,215.0,15.060739517211914,36.18836212158203,0.0,206.0,21.823062896728516,45.32719039916992,0.0,215.0,18.826583862304688,40.51611328125,0.0,206.0,21.74559783935547,44.94591522216797,0.0,215.0,19.63468360900879,40.473575592041016,0.0,206.0,19.2623233795166,42.08222579956055,0.0,207.0,16.77200698852539,36.90974426269531,0.0,194.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
