rutaImagen,etiqueta,estado,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\1.jpg,jeans,exito,2.978247553849058,6.344177920129379,9.866773327848986,9.823071710105811,9.999999999990756,9.999853476241459,-9.999999999999192
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\10.jpg,jeans,exito,2.8974579920351933,6.212844495615471,9.847074964327584,9.867085727050485,9.999999999999522,9.999880012417494,-9.999999999993975
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\100.jpg,jeans,exito,2.9853891430155355,6.472386301215055,9.83604771837156,9.95317518933597,9.999999999999492,-9.999988427888189,-9.999999999998991
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\101.jpg,jeans,exito,2.962907388060378,6.4192289751515945,9.624243932317015,9.769781134947142,9.999999999971106,9.9998498396875,-9.999999999992822
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\102.jpg,jeans,exito,2.97053275119002,6.706783603030584,9.288151708016878,9.82912500864404,9.999999999999538,-9.999917176691902,9.999999999970388
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\103.jpg,jeans,exito,2.941417936249224,6.278963644665169,9.73824000484755,9.708650943818025,9.99999999996309,9.999699285321563,-9.999999999999462
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\104.jpg,jeans,exito,2.941417936249224,6.278963644665169,9.73824000484755,9.708650943818025,9.99999999996309,9.999699285321563,-9.999999999999462
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\105.jpg,jeans,exito,3.0406097621109063,6.627905969696893,9.639711788603542,9.927041243056117,-9.999999999998478,-9.999988243033378,9.999999999996449
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\106.jpg,jeans,exito,2.878247059331693,6.05498519704815,9.921939191294022,9.926456829253421,-9.999999999998511,9.999930426361441,-9.999999999999655
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\107.jpg,jeans,exito,3.0751142126840136,7.2718947970554435,9.746454823765399,9.91386762896698,9.99999999999682,9.99998787320702,-9.999999999997618
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\108.jpg,jeans,exito,3.1048400355465082,7.234133982570065,9.946928672415387,9.968902598283329,9.999999999999892,-9.999999487143818,-9.999999999999702
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\109.jpg,jeans,exito,2.946121646591314,6.341746506681056,9.809068424973008,9.734753065039353,9.999999999975119,9.999753500253673,-9.999999999998538
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\11.jpg,jeans,exito,2.9057217801235864,6.225841186080885,9.911504209379292,9.842563932965982,9.999999999998018,9.99985810290564,-9.999999999994376
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\110.jpg,jeans,exito,2.946121646591314,6.341746506681056,9.809068424973008,9.734753065039353,9.999999999975119,9.999753500253673,-9.999999999998538
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\111.jpg,jeans,exito,3.105561877552531,7.175188202524039,9.77666827714391,9.978180854354589,-9.999999999999796,-9.999999231075995,9.999999999999638
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\112.jpg,jeans,exito,2.8868558066934114,7.4289912382928325,9.623714258174715,9.670087620304766,9.999999999941457,9.999904832314968,-9.999999999980014
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\113.jpg,jeans,exito,2.9815727980639357,6.871955234172732,9.542468872342969,9.967780089005585,9.999999999998739,9.999987904595585,9.99999999999986
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\114.jpg,jeans,exito,2.9966998418971884,6.8314668151377,9.648601739895764,9.987603704436534,9.99999999999994,9.999997040357849,-9.999999999999769
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\115.jpg,jeans,exito,2.9624504798176643,6.31315546078068,9.933165077919988,9.812921874997807,9.999999999993003,9.99983703328184,9.999999999999847
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\116.jpg,jeans,exito,2.9624504798176643,6.31315546078068,9.933165077919988,9.812921874997807,9.999999999993003,9.99983703328184,9.999999999999847
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\117.jpg,jeans,exito,3.1020111472594136,6.8274134108896005,9.955776440619866,9.981347938441123,9.999999999999876,9.999996878853365,-9.99999999999996
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\118.jpg,jeans,exito,3.0948655212634564,6.787898127777935,9.905418253592678,9.97766276257036,9.999999999999838,9.999995893328526,-9.999999999999797
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\119.jpg,jeans,exito,2.991203240206857,6.603130076180859,9.569605413425304,9.801722448521396,9.999999999977293,9.999875099053684,9.999999999989834
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\12.jpg,jeans,exito,2.9010478912358804,6.979043979689302,9.437581792040817,9.812408574147009,9.99999999997202,9.99997690944647,-9.99999999999763
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\120.jpg,jeans,exito,2.8570196382556072,6.311098509458273,9.470589888205891,9.59141547281343,9.999999999986127,9.999728068002343,-9.999999999869832
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\121.jpg,jeans,exito,2.96384048751993,6.461781833633087,9.99891974329188,9.802161714437108,9.999999999999572,9.999852816047323,-9.999999999999151
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\122.jpg,jeans,exito,2.96384048751993,6.461781833633087,9.99891974329188,9.802161714437108,9.999999999999572,9.999852816047323,-9.999999999999151
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\123.jpg,jeans,exito,3.1323768029293504,7.0526198283964225,9.94629927944942,9.998723938812226,-9.999999999999998,-9.99999969008109,-9.999999999999998
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\124.jpg,jeans,exito,3.0582001946661586,6.671907468812351,9.798170452744712,9.984159276620119,9.999999999999838,9.999993746869348,9.999999999999822
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\125.jpg,jeans,exito,3.083112554552276,6.885936399281713,9.828802049484421,9.983813324569066,9.9999999999998,9.99999465408658,-9.9999999999999
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\126.jpg,jeans,exito,3.04014098180044,6.961882854171031,9.564273592374931,9.817052844737523,9.999999999978607,9.999925164142194,9.999999999996724
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\127.jpg,jeans,exito,3.0082362386200945,7.215474924295908,9.654699049464421,9.896345730160736,-9.999999999996687,-9.999974148392864,9.999999999994177
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\128.jpg,jeans,exito,2.979375084828493,6.393780134498802,9.752946811672732,9.764993298294355,9.999999999976874,9.999801997805744,9.999999999999991
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\129.jpg,jeans,exito,2.979375084828493,6.393780134498802,9.752946811672732,9.764993298294355,9.999999999976874,9.999801997805744,9.999999999999991
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\13.jpg,jeans,exito,2.9565467196413753,6.3044919815836025,9.700018122486924,9.741166694961736,9.999999999968134,9.999751275727837,9.999999999999897
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\130.jpg,jeans,exito,3.0033224984454274,6.397462448279121,9.861914525228798,9.836683851428079,9.999999999991859,9.999888621565542,9.999999999999055
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\131.jpg,jeans,exito,2.9940189274014077,6.479705239604713,9.845956380001414,9.948071983111536,9.99999999999933,-9.999993795396259,-9.999999999998906
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\132.jpg,jeans,exito,2.9870567298249187,6.498888440993369,9.676041064546848,9.810831291486508,9.999999999982077,9.999898904490848,-9.99999999999567
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\133.jpg,jeans,exito,2.9741534533652834,6.896279339992017,9.473859688997562,9.72461777635962,-9.999999999952957,-9.99991254901624,-9.999999999970445
